/bea/Amused/amused_225-252_0236.wav|0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 3, 4, 5|1|1|0
/bea/Amused/amused_253-280_0261.wav|8, 9, 15, 30, 33, 18, 2, 0, 13, 33, 16, 7, 33, 15, 25, 3, 8, 24, 0|1|1|0
/bea/Amused/amused_141_168_0147.wav|13, 17, 1, 17, 13, 2, 3, 33, 18, 20, 21, 19, 9, 7, 22, 13, 24, 18, 2, 3, 26, 32, 6, 18, 32, 10, 3, 18, 0, 33, 8, 13, 37, 38, 36, 15, 3, 22, 13, 24, 21, 16, 17, 1, 6, 3, 17, 15, 0, 2, 13, 6|1|1|0
/bea/Amused/amused_169-196_0182.wav|36, 18, 6, 3, 8, 17, 9, 7, 0, 18, 0, 2, 26, 3, 4, 15, 25, 20, 23, 17, 23, 6, 7|1|1|0
/bea/Amused/amused_281-308_0299.wav|8, 3, 14, 16, 4, 5, 8, 15, 17, 0, 18, 6, 12, 13, 6, 3, 18, 0, 22, 18, 31, 36, 18, 6, 13, 0, 30, 14, 2, 28, 23, 27, 15, 2, 0, 19, 26, 3|1|1|0
/bea/Amused/amused_46-56_0052.wav|18, 3, 22, 13, 24, 13, 32, 4, 34, 19, 7, 13, 6, 32, 1, 18, 2, 6, 18, 0, 13, 2, 6|1|1|0
/bea/Amused/amused_16-28_0017.wav|20, 19, 13, 17, 36, 15, 3, 17, 1, 17, 13, 2, 3, 9, 18, 24, 20, 19, 14, 2, 35, 18, 25, 20, 23, 33, 14, 16, 7, 24, 3, 23, 2, 24, 3, 18, 9, 10, 3, 19, 13, 0, 15, 2, 0, 37, 14, 16, 13, 6, 7|1|1|0
/bea/Amused/amused_85-112_0092.wav|9, 7, 22, 14, 2, 3, 0, 11, 2, 18, 2, 17, 18, 0, 6, 3, 19, 7, 17, 6, 23, 28, 18, 29, 36, 13, 35, 15, 0, 1, 24, 13, 30, 33, 1, 31, 35, 21, 19, 24|1|1|0
/bea/Amused/amused_57-84_0066.wav|9, 7, 6, 21, 27, 20, 21, 16, 3, 23, 20, 23, 13, 17, 1, 17, 13, 2, 3|1|1|0
/bea/Amused/amused_281-308_0302.wav|18, 3, 18, 24, 30, 14, 19, 7, 25, 16, 21, 24, 13, 33, 13, 16, 3, 18, 6, 13, 28, 25, 7, 25, 13, 16, 13, 17, 1, 6, 32, 13, 2, 30, 18, 2, 6, 18, 29, 9, 8, 25, 26, 31, 13, 6, 13, 6|1|1|0
